Area,Building_Type,Construction_Year,Number_of_Floors,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Indoor_Air_Quality,Smart_Devices_Count,Green_Certified,Maintenance_Resolution_Time,Last_Inspection_Date,Maintenance_Priority,Energy_Per_SqM,Number_of_Residents,Electricity_Bill
Hebbal,Institutional,1974,10,50,636.2768449,11.64744528,83.22849872,15.94949442,6,0,7.655560956,24-07-2024,High,175.9673257,145,12112.21488
Whitefield,Institutional,2006,11,77.31203684,315.6996121,20.61268468,76.77759671,83.63766454,4,0,9.191361917,02-09-2021,High,226.6369457,75,11816.9119
Whitefield,Commercial,1976,12,50,228.4006898,37.02619002,87.01983998,74.11114787,5,1,10.9785655,10-12-2023,High,144.5619926,187,20038.96786
BTM Layout,Industrial,2021,7,59.16107704,200,7.116498577,87.96639137,100,9,1,8.092220285,08-09-2021,Low,170.0855861,10,12662.26726
HSR Layout,Industrial,2004,1,212.859536,200,13.95042533,82.77639307,62.44677485,1,0,20.30486721,24-07-2024,Medium,184.5071996,121,21586.2297
BTM Layout,Industrial,1981,7,50,332.1327452,34.63790906,81.26108415,43.10498244,6,0,30.07928362,01-07-2022,Low,129.9389764,289,11544.01687
Jayanagar,Institutional,1993,6,243.6818896,1500,46.19826554,76.32053005,77.68035514,1,1,54.87929504,14-06-2023,Low,161.2046241,462,22191.05388
Indiranagar,Institutional,1990,12,176.8182138,325.2701181,12.43271609,66.12976469,3.146349461,4,0,9.462004452,31-10-2022,High,150.62962,165,13471.31534
Electronic City,Industrial,1982,4,50,244.7866533,49.8368933,80.35849551,24.85767538,2,0,19.57483821,23-04-2022,Low,154.8838049,382,16651.24045
Whitefield,Residential,1999,1,50,393.5236573,7.72865943,49.29774983,100,3,0,6.885965776,28-07-2022,Medium,111.3495108,264,19911.28761
HSR Layout,Industrial,1977,12,50,200,17.68991183,93.52450448,58.71756027,4,0,14.23991367,02-01-2024,High,151.2255087,161,17557.515
Electronic City,Residential,1986,8,50,200,36.54217354,71.40031482,100,4,1,17.24660515,26-09-2023,Medium,174.8999146,391,20353.30014
Jayanagar,Industrial,2012,5,50,247.864278,30.07893425,93.90573255,60.49868379,4,0,16.85017427,19-03-2022,Medium,222.5571804,418,7720.072274
Indiranagar,Residential,2001,6,86.16561544,948.3610282,55.06163087,62.14622943,83.13990907,7,1,13.08170938,07-03-2023,Low,197.9635413,327,12963.99019
Banashankari,Institutional,2003,1,50,200,22.59181207,78.74873062,49.03914427,3,0,6.900100107,19-02-2023,Low,257.6591229,391,15316.18829
BTM Layout,Industrial,2010,6,50,351.3596275,31.42939316,74.8500175,57.16840925,8,0,5.593807492,24-03-2022,Low,111.6326219,297,11172.40752
Jayanagar,Industrial,1990,13,139.764453,200,53.47194434,65.36541608,29.62448176,8,1,6.450710565,21-07-2022,High,193.6160318,118,19853.92277
Hebbal,Commercial,2008,5,50,230.2498278,6.439222139,94.36786037,100,5,1,11.25776199,21-01-2023,Low,159.1671003,484,12438.75576
Yelahanka,Industrial,1994,5,126.339788,200,9.809139599,68.03911273,69.72766705,8,0,5.923955899,17-05-2022,Medium,259.4901467,311,11182.63439
BTM Layout,Residential,2009,5,50,200,11.1498055,71.76012793,74.28648576,7,0,7.421822038,17-06-2023,Medium,109.5850857,263,19702.28289
Koramangala,Commercial,1995,8,50,423.3769976,39.21634178,73.89568244,44.71291761,5,1,8.201904863,14-04-2022,High,108.0139079,84,9772.727461
Yelahanka,Industrial,2007,12,89.48665563,200,19.64134381,87.03983569,14.52956893,1,0,8.61601148,23-11-2021,Low,120.0303677,146,10016.40795
BTM Layout,Industrial,1977,11,74.35493823,328.0083819,38.84801916,86.98246005,1.451201137,1,0,19.96436594,07-08-2023,Medium,50,493,17541.38216
Jayanagar,Institutional,1992,2,157.4561861,476.0827929,40.4121643,70.66495349,100,4,0,9.348641694,11-07-2022,Medium,123.7122489,171,21719.10715
Yelahanka,Commercial,1992,4,99.62201841,785.9204078,15.90818131,76.46698888,35.2872018,7,0,11.7262156,21-11-2021,Medium,112.0433669,489,15808.39456
Whitefield,Residential,1999,3,122.0246854,200,15.82246646,94.83673684,14.16102233,1,0,8.37311094,07-03-2023,Medium,157.5196893,334,6920.77935
Indiranagar,Industrial,2009,5,50,200,18.06540756,84.48974859,6.460077066,5,0,13.18019086,18-11-2022,High,167.0877988,424,18424.6747
Jayanagar,Institutional,1981,12,50,200,40.75481131,74.18310466,70.76623438,1,0,6.074086529,02-09-2022,Medium,243.808542,309,12037.00858
Whitefield,Industrial,2022,8,104.1567297,1467.196489,28.18150925,77.26959855,72.44263239,7,0,5.816876927,15-05-2022,Medium,197.5211919,14,20603.79317
Whitefield,Commercial,2013,13,123.3156887,785.1927291,4.83681533,84.71858083,67.38973411,9,0,18.85339629,30-10-2023,Medium,121.1548172,149,13101.73205
BTM Layout,Residential,2015,6,250,232.9306796,16.60369736,65.57850414,41.43481807,14,0,9.831354251,08-12-2023,Medium,105.0792664,369,20719.72785
Indiranagar,Institutional,2021,5,50,553.6112976,64.56735784,73.3659306,18.22922382,4,0,9.493262135,25-04-2023,Medium,174.5959586,251,12910.95389
Jayanagar,Industrial,1989,12,50,220.7900866,24.48081111,43.41007056,14.50026431,1,0,7.335908531,05-02-2022,Low,83.98833965,57,11556.33841
Jayanagar,Residential,2009,7,112.3465878,293.1194546,66.82904359,69.12056599,0.343662888,8,0,6.706677502,11-09-2023,High,241.5729383,347,5412.176905
Hebbal,Industrial,2007,10,50,200,17.01911042,96.66397989,71.73624706,1,1,8.105040272,15-01-2024,High,208.972006,302,11702.04248
HSR Layout,Industrial,1975,11,200.2603443,422.2804305,11.29168933,56.28856225,3.659737603,14,0,5.437559724,26-05-2023,Low,126.5412174,410,15886.35076
Electronic City,Commercial,2013,2,146.6129368,200,38.7247851,17.60079779,39.85179573,6,0,7.240284217,01-10-2021,Medium,64.34327355,347,15502.22248
HSR Layout,Commercial,1978,4,50,524.7266205,18.64923279,51.0577125,28.05321865,8,0,7.245190235,10-05-2022,Low,217.6936187,408,18058.17893
Yelahanka,Industrial,1990,8,104.2338537,457.0167201,17.60995456,56.07437035,29.92013438,6,0,7.938725249,14-09-2022,Medium,144.2730077,133,21220.73702
Yelahanka,Institutional,1977,4,105.347474,370.0665207,34.96065757,76.83158897,100,1,1,8.988712413,23-04-2024,Medium,211.8908156,170,15143.3327
Jayanagar,Commercial,1985,7,50,200,41.0530211,46.40092883,1.285022206,15,0,23.61451049,13-09-2023,Medium,70.27861706,102,15338.65197
BTM Layout,Commercial,1989,12,174.6334261,200,38.30072637,55.28763677,59.38138471,6,1,9.219269682,03-06-2022,High,120.0312489,476,20564.42127
Banashankari,Commercial,1977,8,52.77806173,200,44.46406105,89.51792067,2.138242032,8,0,15.4882441,28-07-2024,Low,150.262185,106,16155.07707
Jayanagar,Commercial,1981,13,131.3499418,200,22.75007483,88.40237987,1.556020584,8,0,8.111069423,03-02-2024,Medium,152.3490297,171,10384.21129
Koramangala,Residential,1993,9,50,200,30.81893838,70.69221454,22.47196566,2,0,8.891071157,15-10-2023,Low,127.4967264,128,12389.3429
Whitefield,Industrial,2014,6,169.4092886,829.1853903,55.31174536,50.06762795,2.606089149,3,0,5.244253245,16-12-2021,Medium,181.1424966,250,4350.502758
Yelahanka,Residential,1979,1,50,242.0979056,51.9803195,83.16981995,62.26318448,6,1,5.488281665,28-02-2022,High,96.61897853,32,10316.31322
Malleshwaram,Residential,2002,9,50,200,35.23577122,93.22786098,30.16373712,14,0,8.349654336,09-02-2024,Low,142.8810257,216,6548.404871
Jayanagar,Industrial,1994,13,176.8430473,200,32.04911752,93.80254217,1.178750097,5,0,6.828206149,29-03-2024,Low,156.0147816,262,16755.00577
Koramangala,Commercial,1996,3,50,200,48.34462751,77.05774198,1.65374716,5,0,12.06599355,16-02-2023,High,175.7219417,330,21057.65106
Koramangala,Institutional,2008,2,50,275.3333011,68.66332754,87.44599907,37.93897761,4,1,7.984272559,11-05-2023,High,185.5807439,494,10295.75564
Electronic City,Commercial,1978,5,224.7729287,217.5024756,22.29391392,66.43829764,65.61894663,3,1,15.40469736,10-07-2022,High,93.76789541,244,10481.82818
Indiranagar,Commercial,2006,12,225.5962155,755.447114,41.56273646,66.6478513,23.03587147,3,0,28.06275676,26-02-2024,Medium,73.29429146,451,19715.71128
Yelahanka,Commercial,1994,9,63.89979683,206.1277539,35.356361,89.2252872,32.34956517,5,0,5.546900009,22-05-2024,Medium,213.8838411,391,12745.56444
Jayanagar,Commercial,1997,7,74.94225603,1454.47898,16.56063988,87.84780419,64.34342184,4,0,6.822436733,12-06-2022,Low,166.6157006,285,16283.73631
Indiranagar,Institutional,1981,3,50,571.999534,1.721732709,73.16794795,37.7162906,1,0,9.398266186,10-05-2022,Medium,112.5756732,290,18715.66633
Banashankari,Residential,2001,13,50,233.8386838,27.99715027,53.65087931,10.18331707,9,0,6.292070288,05-09-2021,High,227.5575988,263,11459.61464
BTM Layout,Institutional,2010,9,50,1500,12.97008879,87.47884113,37.97860115,9,0,6.091026131,30-12-2022,Low,155.7837317,337,11556.70565
Malleshwaram,Industrial,2004,10,83.72426849,200,13.9421829,87.39323666,39.58451764,17,1,12.51025007,12-04-2024,Medium,208.9648592,333,12468.07193
BTM Layout,Commercial,2014,1,104.6878405,1500,40.9727781,89.37468924,52.98644939,9,1,32.07567246,15-08-2023,High,153.3759241,314,7232.213885
Koramangala,Institutional,2011,3,117.6146562,479.0416187,60.37095957,38.03273474,38.7954868,2,0,11.41236871,30-10-2021,High,253.0373962,85,17433.38343
Whitefield,Industrial,1981,4,116.9123274,1500,25.30145294,98.61473107,100,8,0,7.80460054,20-02-2022,Medium,237.7670421,415,18004.34457
Whitefield,Institutional,2005,4,50,1500,36.81477829,90.14887809,8.79038676,7,1,7.150326809,17-07-2024,Low,137.5517926,329,15398.44391
Indiranagar,Commercial,1980,1,51.15371974,1500,40.46798311,86.11594297,100,5,0,7.950997932,21-06-2023,Medium,198.5785475,45,21798.38368
BTM Layout,Commercial,2001,4,50,1500,51.22382826,91.13596991,30.91701942,8,0,7.301706599,11-09-2021,Medium,182.2687975,303,13694.07341
Koramangala,Industrial,1988,1,59.80959868,363.3818696,51.65492657,90.60724711,44.58431846,6,1,7.623562489,31-12-2022,High,218.4315779,333,18087.94952
Electronic City,Institutional,1978,8,50,200,14.45365593,92.23820948,4.190498779,1,0,5.78771689,06-07-2023,Low,101.753827,465,17429.17212
Hebbal,Commercial,1981,1,163.9963998,515.8049647,53.27670383,62.87057299,19.15860682,4,0,16.81997821,31-05-2024,Medium,184.302573,200,11004.44038
BTM Layout,Industrial,1990,6,50,200,37.80640089,96.29878405,58.67920974,2,0,10.97117281,27-09-2021,Low,202.9212243,201,20774.33274
Indiranagar,Institutional,2023,12,50,1187.283151,7.754374791,86.35692951,49.09116053,9,0,9.635004498,16-09-2021,Low,62.06302568,329,15640.87595
Malleshwaram,Institutional,1998,4,50,424.8004262,30.93765742,74.62198649,1.638688043,1,0,22.13061239,21-04-2023,High,90.83707437,168,19873.04556
Indiranagar,Industrial,2009,5,107.507291,1500,29.0877733,74.74432696,31.63871555,1,0,6.180007015,26-08-2023,High,50,240,8495.332846
Koramangala,Institutional,1973,6,72.21792598,1024.355115,48.0894266,94.03731476,3.696814864,3,0,5.286160017,26-05-2024,High,136.5296583,372,15548.76701
Jayanagar,Institutional,1992,8,50,1500,41.9323005,70.97249243,100,1,1,12.91701509,02-08-2022,Medium,185.8771128,286,12697.03265
Electronic City,Commercial,1970,9,50,200,61.64455622,85.2608876,91.03639779,5,0,72,06-04-2023,Medium,225.1178526,190,10742.7421
Koramangala,Commercial,2001,7,90.54063537,1500,66.3565476,86.39930594,0.852241219,10,0,8.336573761,07-08-2024,Low,153.704739,71,22047.49049
Electronic City,Commercial,1978,11,50,1500,76.90219225,74.48416751,78.26052863,11,0,5.204086648,20-09-2023,Medium,231.4307773,145,15976.48328
HSR Layout,Industrial,1982,2,129.388939,667.6001405,52.164416,93.07284428,100,14,0,11.57680194,12-02-2024,High,80.99492709,359,7615.155692
Yelahanka,Residential,2022,11,91.87498148,932.0465498,21.16279639,97.50639777,17.45026695,3,0,5.258655465,20-01-2023,Medium,64.83087803,486,12513.4639
HSR Layout,Institutional,1994,1,50,1447.360734,9.983913087,75.230561,50.84749818,8,0,7.954434448,12-05-2022,Low,147.2226151,389,19695.25962
Yelahanka,Industrial,2005,4,50,200,70.98734215,90.97295426,23.34329036,5,0,6.144499175,15-08-2022,Medium,169.2032724,209,10735.60895
Whitefield,Residential,2002,6,250,698.2925482,28.42302721,84.75988476,42.5953983,12,0,17.74604928,21-05-2022,Medium,148.3652626,360,10225.07323
Electronic City,Residential,2011,8,50,508.5998157,30.81428518,81.70932458,16.63985901,5,0,7.215087489,30-04-2022,Low,50,378,14264.7772
BTM Layout,Industrial,2001,10,50,200,14.36394928,99.73116385,15.57732657,5,0,16.43511022,24-06-2023,Low,145.543998,385,17346.53896
Malleshwaram,Residential,1996,8,125.6681552,458.1294825,70.24337259,91.52874897,22.09604726,1,0,6.257554895,12-09-2021,Medium,84.77652497,208,11358.63837
Hebbal,Commercial,2013,3,220.6623403,200,38.59281633,58.11876557,6.292723033,6,0,6.774220395,07-07-2024,High,183.4836274,465,16953.60688
Indiranagar,Industrial,2001,8,250,200,54.8697267,94.27692926,71.14716708,4,1,21.64202893,20-03-2024,High,168.3299123,222,15174.31088
HSR Layout,Institutional,1996,10,104.9924423,200,24.61560045,78.35011451,17.15126728,5,1,5.77807971,05-02-2024,High,103.0060107,287,15782.17934
Indiranagar,Commercial,2015,9,50,1500,58.62799938,82.26723105,20.44299645,4,0,8.33729844,03-01-2023,High,124.3066541,163,2976.281017
Indiranagar,Institutional,2023,6,50,797.4627666,14.89716264,73.62569624,89.79326127,6,1,6.781582391,26-08-2022,Medium,97.03932391,365,15079.57482
Malleshwaram,Residential,1998,6,112.5931905,1500,7.386243675,65.92088631,27.45670015,7,0,11.42117106,27-08-2022,Medium,146.8660451,72,13746.54672
Koramangala,Commercial,2001,3,61.30203057,566.510791,34.46055713,76.43538078,31.43277773,7,1,5.472327495,19-01-2023,Low,197.757116,240,16951.74374
Indiranagar,Institutional,1980,5,50,373.6992283,17.59243375,80.15358458,100,2,0,7.112091811,02-05-2023,Low,100.7136977,414,11730.9832
Electronic City,Industrial,1975,12,177.6178257,705.5069748,31.64701026,95.77270194,87.11795996,6,0,9.920341686,06-07-2023,Medium,175.2023258,127,13145.27249
Malleshwaram,Residential,2006,12,50,578.9468906,40.34438683,90.90679633,7.427490604,9,0,6.90288942,19-01-2022,High,123.4871191,487,17665.51805
Yelahanka,Institutional,1971,2,50.8878832,200,18.9429722,53.97956567,25.6385136,5,0,5.203083453,03-05-2022,Low,110.3563584,85,22228.59056
HSR Layout,Residential,2020,5,50,1023.949204,17.94962737,75.7652299,100,8,0,10.02384502,29-07-2024,Low,144.648482,15,8377.134627
Jayanagar,Institutional,2018,1,50,243.394962,30.68442521,83.52651584,18.6319424,2,0,7.626189902,20-02-2023,Medium,98.23788388,248,17565.73602
Indiranagar,Industrial,1984,7,50,966.5002845,32.95413394,60.36020599,18.5814232,5,0,5.037982338,15-08-2023,Medium,122.3175347,482,21099.66488
Whitefield,Commercial,1988,1,50,1050.396839,28.00430775,73.06481187,8.678022291,2,0,8.718322757,27-04-2022,High,90.10610537,312,18473.52485
Malleshwaram,Institutional,1972,3,50,200,41.56086655,98.42353443,4.856123341,3,0,18.19645047,06-10-2021,Medium,248.2362566,444,20762.68505
Koramangala,Residential,1987,10,78.56762898,200,43.87726449,96.50726071,53.92986431,4,0,5.400086988,02-01-2024,Low,151.7631776,283,12282.39124
Banashankari,Industrial,1984,13,102.7948288,1500,37.72197593,75.01771547,58.79233806,2,1,8.468190325,12-03-2024,Low,115.0137246,2,21183.85945
HSR Layout,Commercial,2004,4,65.66653329,615.8166221,19.07131421,81.31066129,100,1,0,10.44662009,12-10-2021,High,160.6989955,74,11377.68916
HSR Layout,Residential,1988,4,245.6040157,200,55.02640258,77.47142383,59.38597198,4,1,5.247694367,14-12-2022,High,144.3835975,64,15275.64103
Banashankari,Industrial,1980,11,50,1500,12.78998904,78.05209966,11.1543112,2,1,5.076541812,11-09-2022,High,138.95152,261,12488.04626
Electronic City,Residential,2019,4,50,200,25.98232409,72.59592905,1.637737504,5,0,7.312076732,12-12-2023,Medium,180.708335,347,12689.02408
Jayanagar,Industrial,1999,11,152.2126904,1187.559014,16.08307942,76.0010519,100,4,0,11.8557186,21-09-2021,Medium,187.8753855,324,6393.230164
HSR Layout,Commercial,2006,4,50,1500,15.5455209,74.87822553,16.64794197,2,0,5.601425691,27-02-2023,High,123.4749426,239,5140.924161
HSR Layout,Commercial,2017,5,247.715258,273.358617,6.974461356,56.41511963,14.95700317,4,1,13.29289077,14-03-2023,Low,121.209088,397,20883.91691
Koramangala,Residential,2019,11,50,200,12.04810587,87.76384401,94.55936473,3,0,9.279850096,13-02-2022,Low,136.2474151,337,6004.995799
Yelahanka,Industrial,2019,7,250,200,21.67255914,61.56293928,35.18870028,3,0,6.440510514,27-06-2022,Medium,50,341,16252.21297
HSR Layout,Institutional,2001,9,50,361.3647059,43.74840502,50.82486516,9.676298597,3,0,7.735014731,21-11-2021,Low,74.24044689,279,8504.821819
Malleshwaram,Commercial,2005,1,166.3290922,200,28.33822989,89.83962257,87.96370021,2,1,25.74033517,28-03-2023,Medium,218.3437134,353,10757.2287
Electronic City,Institutional,2002,13,56.26074378,1178.17947,12.68191729,84.64437362,100,2,0,5.846976214,12-09-2022,Low,232.2483857,434,18421.51292
Jayanagar,Institutional,1977,13,250,200,34.9971177,55.71443104,3.62669566,3,1,7.5953105,11-01-2022,Medium,137.548198,380,15810.16997
Whitefield,Residential,2006,11,50,712.1712524,15.47882072,88.26093746,79.29306607,8,0,8.860902331,07-01-2022,Medium,178.8278482,463,14364.29793
Jayanagar,Residential,1977,1,60.53322478,1500,28.50263198,90.48463942,19.80568342,10,0,5.507515297,12-06-2024,Low,165.5625077,462,20723.2711
Electronic City,Residential,1987,8,250,1500,25.17774458,38.52670834,29.6995854,7,0,5.149430757,24-11-2021,Low,300,201,13551.62772
Yelahanka,Industrial,2019,3,55.53329499,955.0820766,26.28735835,72.81356259,98.51765487,8,1,5.045273373,13-12-2023,Medium,205.9787456,492,21149.8873
BTM Layout,Commercial,2004,11,74.44712178,365.6488331,25.74468237,66.81337431,100,4,0,6.39811109,26-02-2023,Low,143.6041204,293,9652.780068
Malleshwaram,Commercial,2022,3,89.24259286,977.8891428,50.3906788,82.44733729,12.16134319,3,1,5.259387456,22-03-2024,High,102.222978,286,9051.04677
Yelahanka,Institutional,1993,10,50,748.7475559,29.18703371,87.33746956,9.573497238,5,1,12.20857189,16-06-2022,Medium,69.67768399,221,14309.15927
BTM Layout,Residential,2004,13,74.07556298,555.2711613,15.54560046,83.20737625,3.357729734,4,1,66.98845668,14-05-2023,Low,160.1731818,407,15016.37954
Electronic City,Industrial,2022,1,65.83693964,200,18.73278673,67.87573684,33.00299806,1,0,5.213117226,25-04-2023,Low,112.1824627,162,10708.05943
Koramangala,Commercial,2018,4,173.5674577,1500,35.53409916,90.8763374,0.547911328,9,0,7.08006054,31-10-2022,Low,78.88731452,448,13619.47276
Whitefield,Industrial,1972,5,50,597.4455298,51.94678076,84.40526359,21.23421531,8,0,5.087275265,16-04-2022,High,117.6713558,183,21823.82377
Jayanagar,Residential,2018,10,50,216.4441821,6.500973537,65.8618711,3.048642268,8,1,5.491216433,15-08-2022,Medium,95.92259982,455,13028.04187
Indiranagar,Residential,2016,13,225.2997004,458.4851834,16.1662324,93.5294141,20.7829365,6,1,6.388168535,15-09-2021,High,234.3570818,373,5318.153625
Hebbal,Commercial,1998,5,165.7256871,534.6569346,26.08638197,91.51386747,1.630054433,9,0,6.815090447,19-07-2024,Low,194.0819878,265,6283.34299
Jayanagar,Institutional,2004,12,50,1500,10.05526983,37.90319789,72.12509615,6,0,20.51291993,15-02-2023,High,149.6013679,498,25433.12808
Koramangala,Institutional,1983,12,72.59497716,1322.810323,27.30738354,93.45362765,9.415680027,4,0,6.829014911,18-03-2023,High,223.9972069,132,22252.8785
Whitefield,Residential,1997,11,50,1466.658326,31.44286879,76.91977432,15.91825738,4,1,7.568099077,28-12-2022,Medium,153.8684154,322,12819.99015
Hebbal,Residential,1976,5,50,200,38.27962006,36.19095085,81.62360405,2,0,5.984903563,30-01-2024,Medium,106.9357899,120,19052.969
Malleshwaram,Institutional,2017,7,50,538.1180264,39.53888777,72.18051142,54.85876186,3,1,5.000417164,13-05-2022,Low,226.1562039,380,16302.09303
Electronic City,Residential,2023,7,50,656.514721,28.99807201,82.40877136,9.889169959,3,0,16.49676223,07-09-2022,High,176.9455022,219,21352.52691
Electronic City,Commercial,2011,6,65.71827795,200,61.40536571,88.14604438,2.98460668,1,0,5.288233166,05-03-2024,Medium,98.13769228,417,9643.888568
Malleshwaram,Commercial,2018,8,50,300.852704,13.88321391,92.99269056,50.30532108,2,1,25.35544648,08-08-2023,High,140.4830661,160,9785.154833
Hebbal,Industrial,1985,5,250,1428.324682,50.57922203,68.23623796,19.81794832,17,0,5.478539942,06-12-2021,High,106.2190873,300,21596.84388
BTM Layout,Institutional,1989,4,250,200,36.78015253,96.98664784,58.11104395,8,0,8.627716983,04-11-2022,Medium,80.86001345,109,7533.785066
Whitefield,Residential,1972,8,89.83979114,766.3850453,10.41714651,95.85641585,23.57273711,6,1,72,14-08-2022,Medium,196.3088774,238,15349.01398
Malleshwaram,Industrial,1998,5,57.60588258,242.3287561,16.75488736,84.83257008,16.98606468,2,0,5.50934438,18-05-2023,Medium,245.470832,293,14776.48592
Hebbal,Commercial,1986,11,50,200,45.85998737,93.11577389,24.00124229,11,1,7.018350584,03-02-2023,Low,80.07162131,475,18921.30785
HSR Layout,Institutional,1992,9,126.0680376,276.0189619,43.84693038,45.48878098,55.2218741,3,1,11.57568527,30-07-2023,Medium,178.1484618,476,15699.39112
Jayanagar,Commercial,2022,10,86.57471877,1500,18.2307275,90.16388103,93.00152609,5,0,5.109662422,15-07-2023,High,117.4678715,67,14339.80157
Koramangala,Residential,1975,7,50,1500,18.99915226,81.42103717,2.041930727,5,0,9.772183234,21-10-2021,Medium,125.6437308,316,13097.30136
Malleshwaram,Industrial,1998,10,181.3725819,1500,18.62946777,73.97634764,29.7028713,6,0,5.2832284,26-06-2023,Medium,120.3803038,187,10025.96953
Koramangala,Residential,1977,2,129.6745884,669.1456241,38.91487348,80.6298857,1.335464437,8,0,5.941263366,15-04-2023,Low,106.8004615,36,14169.51118
BTM Layout,Residential,2019,1,224.3803894,200,21.56204764,38.86671172,25.2752763,2,0,5.598718666,31-03-2023,Low,152.4260814,49,20825.49707
BTM Layout,Institutional,2021,9,97.02030031,793.983477,48.99033519,74.41287269,86.61142253,9,1,17.09854397,11-02-2023,High,108.4524942,256,13570.33428
Yelahanka,Institutional,1985,11,71.28030147,605.8276311,24.46933029,96.79039574,17.95099945,4,0,5.68585725,11-06-2023,Low,163.5228413,435,22031.3009
Yelahanka,Residential,1983,6,50,1500,70.79130775,39.31651212,100,1,0,5.138531713,26-04-2023,High,147.4880945,107,18655.02123
HSR Layout,Institutional,2021,9,202.4263771,200,26.73915488,91.47429085,39.8359258,6,0,8.434952294,19-06-2023,Low,138.0525977,8,17382.89698
Electronic City,Industrial,2017,11,150.7794285,669.9017356,26.48057557,93.54612478,100,1,0,6.521635662,15-03-2023,High,104.6218169,236,14190.88386
Malleshwaram,Industrial,2007,10,50,200,30.13925645,66.64907443,56.61519089,4,0,6.894137055,09-08-2022,High,121.1614335,178,11857.95468
Whitefield,Residential,2014,10,50,392.562595,21.07637588,87.42473528,4.36738681,5,1,5.431617984,23-09-2023,Low,187.7695613,242,23407.94188
Yelahanka,Industrial,1992,5,50,1336.959878,36.2725914,75.11837404,10.51444663,5,0,10.83681788,02-01-2024,High,175.0458594,41,18967.92059
Electronic City,Residential,2015,5,124.7735792,646.2981933,53.02447091,65.0299186,20.04626443,1,0,8.589705613,06-12-2023,Low,101.1222378,357,14303.09802
Hebbal,Industrial,2009,11,250,471.4258964,23.46008509,80.32421502,7.4583344,6,0,6.629571321,29-02-2024,Medium,154.9666153,245,23495.57509
Electronic City,Commercial,2010,2,50,501.6615402,23.22768046,66.59904663,27.320873,3,0,5.647531282,03-11-2021,Medium,187.5693562,113,18145.18992
Yelahanka,Residential,1997,8,67.62930977,615.1621609,16.30666386,76.98004601,25.49852144,3,0,8.498824907,25-07-2024,Low,66.52973594,365,7897.513571
Whitefield,Industrial,1980,2,50,1500,43.58066779,90.27780296,100,6,1,11.5299808,13-05-2024,Medium,177.1680096,256,12867.38776
Jayanagar,Commercial,2009,6,250,1500,25.10761147,76.95897696,22.74722176,6,0,6.329762485,24-11-2021,Medium,116.8688121,166,18635.53687
BTM Layout,Residential,1978,5,138.4434906,1500,28.51528918,76.12849695,61.6014751,4,0,5.087717961,09-07-2022,Low,178.5299334,342,22537.83727
Jayanagar,Industrial,2020,11,136.6642535,1500,15.8358468,69.75946061,100,6,0,5.837335541,01-11-2022,Low,111.8370422,78,26806.50511
Yelahanka,Industrial,1983,6,50,378.9306256,16.18287264,66.14133897,83.81920491,5,0,9.656789185,03-11-2021,Low,59.75589497,207,15127.83909
Malleshwaram,Commercial,2022,5,50,1165.183935,7.367202227,92.77678747,9.361488116,10,0,40.09652354,23-01-2023,Medium,68.62287811,311,18081.21905
Electronic City,Institutional,1983,5,50,575.5474934,30.61826052,89.03471544,27.40953307,1,0,5.044989256,06-11-2021,High,152.4042473,366,11942.09715
Malleshwaram,Institutional,2021,11,50,293.9290402,20.55660388,88.8730703,17.09246759,16,0,6.295675624,30-07-2023,Low,162.9861251,196,10563.00646
Jayanagar,Commercial,1973,12,150.0319605,1500,12.24729735,70.79697441,20.42360574,2,0,5.215719074,26-09-2021,Low,104.7841687,402,6570.881819
BTM Layout,Commercial,2006,11,125.7088079,200,46.09005341,78.14247269,17.90194256,9,0,6.351552005,12-01-2023,Medium,181.9296229,321,16949.99194
Indiranagar,Residential,1992,5,250,1500,27.44161903,97.72694024,70.0306616,2,0,6.895525827,16-05-2022,High,66.92399689,64,21322.54141
HSR Layout,Institutional,2004,4,250,618.9259348,18.38465602,85.63483553,24.06935098,5,0,18.29191222,11-05-2023,High,146.6960101,140,18879.40547
Malleshwaram,Residential,1987,3,60.79886945,1013.907631,33.52880651,82.75814403,29.66781887,4,1,5.283927224,19-11-2023,High,89.44919001,374,15435.68043
Yelahanka,Industrial,2008,9,109.8962318,1076.911236,41.87432619,91.05596275,100,7,0,11.49372547,19-04-2024,Low,117.4081946,425,21118.05369
Malleshwaram,Commercial,2004,13,217.2128762,1500,18.44594904,85.85838806,2.474134124,5,1,6.827041906,27-08-2021,Medium,152.3699336,42,29753.82373
Yelahanka,Residential,1980,4,142.1079011,1012.442892,10.50659678,85.79096165,26.7739169,7,0,12.43335078,25-03-2022,Medium,106.9793317,373,10841.53855
Indiranagar,Commercial,1990,1,50,951.7458641,22.67705595,92.37353167,59.49973426,10,0,7.7138363,02-12-2021,Medium,130.7722228,444,2882.085936
Hebbal,Residential,2015,13,50,200,21.80145878,91.11754288,6.555474974,3,0,5.134477511,02-06-2024,Medium,200.3146405,306,16711.99675
Hebbal,Industrial,1988,13,50,730.658042,38.72984248,93.32848678,37.82173748,3,1,21.49039354,13-10-2021,Medium,121.1554065,209,20412.55196
Jayanagar,Industrial,1988,13,231.016784,200,49.62033006,83.85419079,10.94931424,9,0,5.292042668,27-08-2022,High,191.7846056,467,7263.321568
